level	file	id	title	reading_goal	code	question	answer	explanation	project_context	question_type	concepts
8	python_performance_large_card_ux_v53.json	PY53_L08_render_cost_001	render cost 읽기	화면에 요소를 많이 만들수록 렌더링 비용이 커진다는 점을 이해한다.	for (const card of visibleCards) {\n  renderCard(card)\n}	render cost가 커지는 대표 상황은?	많은 카드 DOM을 한 번에 만드는 상황	render cost는 화면에 요소를 그리는 데 드는 브라우저 처리 비용이다. 보이지 않는 카드까지 모두 DOM에 넣으면 렌더링 부담이 커진다. 카드가 많을 때는 페이지네이션이나 가상 목록으로 실제 그리는 요소 수를 줄이는 방식이 필요하다. 따라서 정답은 ‘많은 카드 DOM을 한 번에 만드는 상황’이다.	카드 수가 1000장을 넘었으므로, 이제 대량 카드 로딩/검색/렌더링 성능과 사용자 피드백이 중요하다.	meaning_choice	"[""render_cost"",""DOM"",""performance""]"
8	python_performance_large_card_ux_v53.json	PY53_L08_search_debounce_001	search debounce 읽기	검색 입력마다 바로 실행하지 않고 잠시 기다렸다 실행하는 debounce를 이해한다.	clearTimeout(timer)\ntimer = setTimeout(() => runSearch(query), 250)	debounce를 쓰는 이유는?	사용자가 입력을 멈춘 뒤 검색을 실행해 불필요한 반복 처리를 줄이기 위해	timer를 취소하고 마지막 입력 250ms 뒤 search를 시작해 CPU filter와 요청 수를 줄인다. 이미 시작된 비동기 search는 clearTimeout으로 취소되지 않으므로 AbortController나 request sequence를 사용해 오래된 결과가 최신 query를 덮지 않게 한다.	카드 수가 1000장을 넘었으므로, 이제 대량 카드 로딩/검색/렌더링 성능과 사용자 피드백이 중요하다.	meaning_choice	"[""debounce"",""search"",""performance""]"
8	python_performance_large_card_ux_v53.json	PY53_L08_virtual_list_001	virtual list 읽기	보이는 항목만 렌더링하는 virtual list 개념을 이해한다.	visibleRows = getRowsInViewport(scrollTop)\nrender(visibleRows)	virtual list의 핵심은?	화면에 보이는 항목만 렌더링하는 것	virtual list는 viewport 주변 row만 DOM에 두어 긴 목록 rendering과 memory를 줄인다. dynamic height, scroll 위치, keyboard focus, screen-reader가 전체 목록 위치를 이해하는 방법을 함께 구현해야 한다. 단순히 offscreen node를 제거하면 focus가 사라질 수 있다.	카드 수가 1000장을 넘었으므로, 이제 대량 카드 로딩/검색/렌더링 성능과 사용자 피드백이 중요하다.	meaning_choice	"[""virtual_list"",""large_list"",""rendering""]"
8	python_powershell_automation_reliable_scripts_v45.json	PY45_L08_expected_version_guard_001	expected version guard 읽기	수정 전 app.js가 예상 버전인지 확인하는 이유를 이해한다.	"if 'const APP_DATA_VERSION = ""20260531_v44"";' not in app:\n    raise SystemExit('unexpected version')"	expected version guard가 필요한 이유는?	다른 사람이 이미 수정했거나 현재 기준이 다를 때 중단하기 위해	exact baseline string을 확인하면 예상하지 않은 version에서 단순 replace하는 일을 막을 수 있다. 하지만 formatting 차이에도 실패하고 version만 같아도 주변 구조가 같다는 보장은 없다. patch 전 target anchor가 정확히 한 번 있는지와 diff를 함께 확인하고, 실패를 cache 문제로 해석하지 않는다.	v45는 v44 상태에서만 적용되어야 하므로 APP_DATA_VERSION guard가 필요하다.	meaning_choice	"[""if"",""version_guard"",""APP_DATA_VERSION"",""precondition""]"
8	python_powershell_automation_reliable_scripts_v45.json	PY45_L08_prevent_overwrite_001	overwrite 방지 읽기	이미 생성된 파일이나 app.js 링크가 있으면 중단하는 안전장치를 이해한다.	if lesson_path.exists():\n    raise SystemExit('already exists')\n\nif 'v45.json' in app:\n    raise SystemExit('already linked')	overwrite guard의 목적은?	이미 적용된 작업을 중복 적용하거나 덮어쓰는 사고를 막기 위해	첫 guard는 target file이 이미 있으면 덮어쓰지 않고, 둘째는 app text에 v45.json 문자열이 있으면 중복 link를 피한다. 문자열 포함 검사는 comment나 다른 경로도 match할 수 있으므로 구조를 parse하거나 정확한 anchor와 match count를 검증해야 한다. 재실행 시 기존 결과가 원하는 내용인지도 확인해야 진정한 idempotency가 된다.	v42~v44 스크립트는 lesson file exists, app already contains 같은 guard를 넣었다.	meaning_choice	"[""if"",""overwrite_guard"",""idempotent_script"",""safety_check""]"
8	python_powershell_automation_reliable_scripts_v45.json	PY45_L08_temp_python_script_001	임시 Python 스크립트 방식 읽기	긴 Python 코드를 PowerShell 변수 대신 임시 파일로 저장해 실행하는 방식을 이해한다.	"$script = Join-Path ([IO.Path]::GetTempPath()) ([IO.Path]::GetRandomFileName() + '.py')\ntry {\n  @'\nprint('hello')\n'@ | Set-Content -Path $script -Encoding UTF8\n  python $script\n  if ($LASTEXITCODE -ne 0) { throw ""Python failed"" }\n} finally {\n  Remove-Item -LiteralPath $script -ErrorAction SilentlyContinue\n}"	임시 Python 파일 방식의 장점은?	긴 코드가 PowerShell 변수 상태에 덜 휘둘린다	고유한 임시 Python file은 긴 code의 quoting·indentation을 눈에 보이는 script로 분리한다. try/finally로 성공과 실패 모두에서 정확한 literal path를 정리하고 Python exit code를 검사한다. 임시 code도 실행 전 검토하며 장기 유지할 automation이면 repository의 정식 script로 두는 편이 낫다.	v42~v44 확장에서 사용한 안정 패턴이다.	meaning_choice	"[""print"",""temp_script"",""Python"",""automation""]"
8	python_powershell_automation_reliable_scripts_v45.json	PY45_L08_utf8_set_content_001	Set-Content -Encoding UTF8 읽기	한글과 JSON을 안전하게 저장하기 위해 UTF-8 인코딩을 지정하는 이유를 이해한다.	Set-Content -Path $script -Value $text -Encoding UTF8	UTF-8 인코딩을 지정하는 이유는?	한글과 특수문자가 깨질 위험을 줄이기 위해	-Encoding UTF8은 기본 encoding 차이로 생기는 한글·특수문자 손상을 줄인다. 다만 Windows PowerShell 5.1은 UTF8에 BOM을 쓰고 PowerShell 7의 utf8은 기본적으로 BOM이 없으므로 consumer 요구와 실행 version을 확인해야 한다. JSON text 자체가 유효한지는 encoding과 별도다.	lesson JSON에는 한글 설명이 많기 때문에 UTF-8 저장이 필수다.	meaning_choice	"[""UTF8"",""Set-Content"",""encoding""]"
8	python_practical_expansion_v2.json	PY2_L08_numpy_shape_001	numpy shape 읽기	numpy 배열의 행과 열 구조를 확인하는 코드를 읽는다.	import numpy as np\n\nx = np.array([[1, 2, 3], [4, 5, 6]])\nprint(x.shape)	출력은?	(2, 3)	numpy 배열의 shape은 배열의 구조를 튜플로 보여 준다. 2행 3열 배열이라면 shape은 (2, 3)이 된다. numpy shape은 배열의 차원과 각 차원의 길이를 나타낸다. 이미지, 표, 벡터 데이터를 다룰 때 shape를 확인하면 입력 구조를 빠르게 이해할 수 있다.	임베딩, 텐서, 모델 입력 형태를 볼 때 shape 확인이 중요하다.	output_prediction	"[""import"",""print"",""numpy"",""array"",""shape""]"
8	python_practical_expansion_v2.json	PY2_L08_pandas_groupby_001	pandas groupby 읽기	특정 컬럼 기준으로 묶어 개수를 세는 코드를 읽는다.	"import pandas as pd\n\ndf = pd.read_csv(""nodes.csv"")\nsummary = df.groupby(""kind"").size()"	summary는 무엇에 가까운가?	kind별 행 개수	groupby('kind').size()는 kind 값이 같은 행끼리 묶은 뒤 각 묶음의 개수를 센다. 분류별 개수를 빠르게 확인할 때 쓴다. groupby 결과는 데이터 분포를 요약하므로 이상하게 적거나 많은 분류가 있는지도 함께 볼 수 있다. 따라서 정답은 ‘kind별 행 개수’이다.	노드 종류별 개수, 라벨 분포, 실패 유형 집계에 자주 쓴다.	meaning_choice	"[""import"",""pandas"",""groupby"",""count""]"
8	python_practical_expansion_v2.json	PY2_L08_pytest_001	pytest 테스트 코드 읽기	assert로 기대 결과를 검증하는 테스트 코드를 읽는다.	"def normalize(label):\n    return label.strip().lower()\n\ndef test_normalize():\n    assert normalize("" LiDAR "") == ""lidar"""	assert는 무엇을 확인하는가?	기대 결과가 맞는지	pytest에서 assert는 결과가 기대와 같은지 확인한다. assert 조건이 False가 되면 테스트가 실패해 코드 문제를 빨리 발견할 수 있다. 작은 assert를 많이 두면 수정 후 핵심 동작이 그대로 유지되는지 자동으로 확인할 수 있다.	코드 수정 후 기존 기능이 깨지지 않았는지 확인하는 데 중요하다.	meaning_choice	"[""def"",""function"",""return"",""pytest"",""assert"",""test""]"
8	python_practical_expansion_v2.json	PY2_L08_regex_search_001	re.search() 정규식 읽기	텍스트에서 특정 패턴을 찾는 코드임을 읽는다.	"import re\n\ntext = ""node_id=n001""\nmatch = re.search(r""node_id=(\w+)"", text)\nprint(match.group(1))"	출력은?	n001	re.search는 문자열 전체에서 첫 번째로 맞는 구간을 찾는다. (\w+)의 괄호는 캡처 그룹을 만들고, \w+는 문자·숫자·밑줄이 한 개 이상 이어진 n001을 잡는다. match.group(1)은 첫 번째 괄호 그룹인 n001을 반환한다. 다른 입력에서 패턴을 못 찾으면 match는 None이므로 group을 호출하기 전에 일치 여부를 확인해야 한다.	파일명, 로그, 텍스트에서 ID나 패턴을 추출할 때 쓰인다.	output_prediction	"[""import"",""print"",""regex"",""re.search"",""text""]"
8	python_practical_expansion_v2.json	PY2_L08_type_hint_001	type hint 읽기	함수 입력과 출력의 예상 타입을 표시하는 type hint 코드를 읽는다.	def normalize(label: str) -> str:\n    return label.strip().lower()	-> str은 무엇을 뜻하는가?	문자열을 반환할 것으로 예상	type hint는 변수나 함수 인자의 예상 자료형을 표시한다. 실행을 강제하진 않지만 코드 이해, 자동완성, 정적 분석에 도움을 준다. -> str은 함수가 문자열을 반환할 의도로 작성되었다는 표시이므로 호출부에서 결과 사용 방식을 예상할 수 있다.	대형 코드에서 함수의 의도를 빠르게 읽는 데 도움이 된다.	meaning_choice	"[""def"",""return"",""type_hint"",""function"",""str"",""list""]"
8	python_progress_score_mistake_note_v50.json	PY50_L08_attempt_count_001	attempt count 읽기	카드를 몇 번 풀었는지 저장해 숙련도 판단에 쓰는 흐름을 읽는다.	row = progress.setdefault(card_id, {'attempts': 0})\nrow['attempts'] += 1	attempt count가 필요한 이유는?	카드를 몇 번 시도했는지 알기 위해	setdefault로 card row와 attempts 초기값을 만든 뒤 한 번의 실제 제출마다 증가시킨다. 화면 새로고침이나 중복 network event를 시도로 세지 않도록 event ID를 둘 수 있다. server 동시 update에서는 atomic increment나 transaction이 필요하다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""attempt_count"",""answer_attempt"",""learning_state""]"
8	python_progress_score_mistake_note_v50.json	PY50_L08_concept_mastery_001	concept mastery 읽기	카드 정답률이 아니라 개념별 숙련도를 계산하는 이유를 읽는다.	attempts = total_dict_cards\nconcept_score['dict'] = (correct_dict_cards / attempts\n                         if attempts else None)	concept mastery가 카드 점수와 다른 점은?	여러 카드 결과를 모아 개념 단위 숙련도를 본다	여러 dict 관련 시도의 정답 비율을 concept 신호로 묶고 시도가 없으면 unknown인 None으로 둔다. 카드 난이도, 여러 concept tag, 반복 노출이 달라 단순 비율이 이해도를 완전히 나타내지는 않는다. 표본 수와 최근성을 함께 표시한다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""concept_mastery"",""concept_score"",""weak_concept""]"
8	python_progress_score_mistake_note_v50.json	PY50_L08_last_answered_at_001	last answered at 읽기	마지막 풀이 시각이 복습 간격 계산에 쓰이는 방식을 이해한다.	progress[card_id]['last_answered_at'] = now_iso	last_answered_at이 필요한 이유는?	마지막 풀이 시점 기준으로 다음 복습일을 계산하기 위해	last_answered_at은 마지막 제출 시각을 저장해 elapsed time과 다음 review를 계산하게 한다. now_iso가 timezone을 포함한 UTC timestamp인지 정의하고 server 기준 시각을 선호한다. device clock 변경과 여러 device의 늦게 도착한 update를 처리해야 한다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""last_answered_at"",""timestamp"",""review_schedule""]"
8	python_progress_score_mistake_note_v50.json	PY50_L08_score_history_001	score history 읽기	세션별 점수 기록으로 학습 변화 흐름을 추적하는 방식을 읽는다.	score_history.append({'date': today, 'solved': 20, 'correct': 16, 'accuracy': 0.8})	score history가 있으면 좋은 점은?	시간에 따른 학습 성과 변화를 볼 수 있다	score history는 세션별 점수와 변화 흐름을 저장한 기록이다. 오늘 점수뿐 아니라 지난 학습과 비교해 성장 여부를 볼 수 있다. 단일 점수보다 시간 흐름이 있어야 어려운 주제에서 점차 나아지는지 확인할 수 있다.	v49의 복습 알고리즘 다음 단계로, 실제 학습 진도와 오답 기록을 저장하는 기능 설계와 연결된다.	meaning_choice	"[""score_history"",""learning_metric"",""progress""]"
8	python_project_expansion_v6.json	PY6_L08_accuracy_001	accuracy 계산 읽기	예측값과 정답을 같은 위치끼리 비교해 정확도를 계산하는 코드를 읽는다.	def compute_accuracy(preds, labels):\n    correct = 0\n    for pred, label in zip(preds, labels):\n        if pred == label:\n            correct += 1\n    return correct / len(labels)	zip(preds, labels)는 무엇을 하는가?	예측과 정답을 짝지어 반복	zip(preds, labels)는 같은 위치의 예측과 정답을 (pred, label) 쌍으로 묶어 두 목록 중 짧은 쪽 길이까지만 반복한다. 같은 쌍일 때 correct를 1 올리고 마지막에 label 수로 나눈다. 따라서 두 목록 길이가 다르면 일부 값이 비교되지 않아 의도와 다른 지표가 될 수 있고, labels가 비면 ZeroDivisionError가 난다. 실제 평가 함수라면 길이 일치와 비어 있지 않음을 먼저 검증해야 한다.	모델/규칙/분류기 성능 평가를 읽는 기본이다.	meaning_choice	"[""if"",""for"",""def"",""function"",""return"",""accuracy"",""eval"",""zip""]"
8	python_project_expansion_v6.json	PY6_L08_dataset_split_001	dataset split 코드 읽기	학습/검증/테스트 데이터를 나누는 슬라이싱 코드를 읽는다.	def split_dataset(rows):\n    train = rows[:80]\n    valid = rows[80:90]\n    test = rows[90:]\n    return train, valid, test	test에는 어떤 인덱스 범위가 들어가는가?	인덱스 90부터 끝까지	슬라이스의 시작 인덱스는 포함되므로 rows[90:]은 인덱스 90, 즉 91번째 원소부터 끝까지를 test에 넣는다. train은 인덱스 0~79, valid는 80~89라서 세 구간은 겹치지 않는다. 다만 이 코드는 80/10/나머지처럼 고정 개수로 자를 뿐 비율 분할이나 무작위 섞기를 하지 않으므로, 원래 정렬 순서에 편향이 있으면 평가도 치우칠 수 있다.	LoRA 학습 데이터와 평가셋을 구분하는 기본 개념이다.	meaning_choice	"[""def"",""function"",""return"",""dataset"",""train"",""valid"",""test"",""slice""]"
8	python_project_expansion_v6.json	PY6_L08_github_actions_001	GitHub Actions 트리거 읽기	main 브랜치 push 때 자동 작업이 실행되는 구조를 읽는다.	# GitHub Actions workflow 일부\non:\n  push:\n    branches: [main]\n\njobs:\n  test:\n    runs-on: ubuntu-latest	이 workflow는 언제 실행되는가?	main 브랜치에 push될 때	GitHub Actions는 저장소 이벤트에 맞춰 자동 작업을 실행한다. on: push: branches: [main]은 main 브랜치 push 때 실행하라는 조건이다. 따라서 정답은 ‘main 브랜치에 push될 때’이다.	배포/테스트 자동화 로그를 읽기 위한 기본이다.	meaning_choice	"[""comment"",""github_actions"",""ci"",""yaml""]"
8	python_project_expansion_v6.json	PY6_L08_js_fetch_json_001	fetch로 JSON 읽기	브라우저가 JSON 파일을 가져와 배열 길이를 확인하는 흐름을 읽는다.	"fetch(""../../data/lessons/cards_seed_v1.json"")\n  .then(function(res) { return res.json(); })\n  .then(function(cards) { console.log(cards.length); });"	res.json()은 무엇을 하는가?	응답 본문을 JS 객체/배열로 변환	fetch(...)는 Promise를 반환하고 첫 번째 then의 res는 HTTP Response 객체다. res.json()은 응답 본문을 끝까지 읽어 JSON으로 파싱한 뒤, 그 JavaScript 값으로 resolve되는 또 다른 Promise를 반환한다. 그래서 다음 then의 cards에서 배열 길이를 읽는다. JSON은 객체나 배열뿐 아니라 문자열·숫자 같은 값도 될 수 있으며, res.json() 자체는 404 같은 HTTP 실패 상태를 검사하지 않으므로 보통 res.ok 확인과 파싱 오류 처리가 필요하다.	현재 앱이 lesson JSON을 읽어 카드로 보여주는 방식이다.	meaning_choice	"[""javascript"",""fetch"",""json""]"
8	python_project_expansion_v6.json	PY6_L08_js_localstorage_001	localStorage JS 코드 읽기	브라우저 저장소에 JSON 문자열로 상태를 저장하는 코드를 읽는다.	"const raw = localStorage.getItem(""progress"") || ""{}"";\nconst progress = JSON.parse(raw);\nprogress.seen = progress.seen || {};\nlocalStorage.setItem(""progress"", JSON.stringify(progress));"	localStorage에는 어떤 형태로 저장되는가?	문자열	localStorage는 브라우저에 간단한 문자열 데이터를 저장한다. 객체는 바로 저장할 수 없으므로 JSON.stringify로 문자열로 바꿔 넣는다. 꺼낼 때는 JSON.parse로 다시 객체로 복원해야 하며 깨진 문자열에 대한 방어도 필요하다.	현재 학습앱의 진도/메모 저장 구조와 직접 연결된다.	meaning_choice	"[""javascript"",""localStorage"",""json""]"
8	python_project_expansion_v6.json	PY6_L08_manifest_tsv_001	manifest TSV 로딩 읽기	탭으로 구분된 manifest TSV 파일의 컬럼 구조를 읽는다.	"def load_manifest(path):\n    rows = []\n    with open(path, ""r"", encoding=""utf-8"") as f:\n        for line in f:\n            doc_id, file_path = line.rstrip(""\n"").split(""\t"")\n            rows.append({""doc_id"": doc_id, ""path"": file_path})\n    return rows"	split('\\t')는 무엇을 기준으로 나누는가?	탭	"split(""\t"")는 각 줄을 탭 문자 기준으로 나누므로 정답은 ‘탭’이다. 왼쪽과 오른쪽 두 값을 doc_id와 file_path에 대입하려면 모든 줄에 탭으로 구분된 필드가 정확히 2개 있어야 하며, 부족하거나 더 많으면 ValueError가 난다. 따옴표·필드 안 탭·헤더 같은 실제 TSV 규칙이 필요하면 문자열 split보다 csv 모듈의 delimiter=""\t"" 설정을 쓰는 편이 안전하다."	문서 레지스트리, KG evidence map, 파일 목록 처리와 연결된다.	meaning_choice	"[""for"",""def"",""function"",""return"",""manifest"",""tsv"",""file""]"
8	python_project_expansion_v6.json	PY6_L08_settings_class_001	Settings 클래스 읽기	환경변수를 설정 객체로 모아 읽는 구조를 이해한다.	"import os\n\nclass Settings:\n    api_key = os.environ.get(""OPENAI_API_KEY"")\n    model = os.environ.get(""MODEL"", ""gpt-4o-mini"")\n\nsettings = Settings()\nprint(settings.model)"	MODEL 환경변수가 없으면 model은?	gpt-4o-mini	"Settings 클래스 본문이 실행될 때 os.environ.get(""MODEL"", ""gpt-4o-mini"")가 환경변수를 읽는다. MODEL이 없으므로 클래스 속성 model에는 기본값 ""gpt-4o-mini""가 저장되고 settings.model도 그 값을 읽어 출력한다. 이 코드는 인스턴스를 만들 때마다 환경변수를 다시 읽는 구조가 아니며, api_key가 없어도 None인 채로 넘어가므로 필수 설정 검증은 별도로 필요하다."	API 서버와 LLM 앱에서 설정을 한 곳에 모으는 패턴이다.	meaning_choice	"[""import"",""print"",""settings"",""env"",""class""]"
8	python_project_expansion_v6.json	PY6_L08_top_items_001	상위 N개 선택 읽기	점수순으로 정렬해 상위 일부만 선택하는 흐름을 읽는다.	"def select_top_items(items, limit=20):\n    items = sorted(items, key=lambda x: x[""score""], reverse=True)\n    return items[:limit]"	items[:limit]의 의미는?	앞에서 limit개만 선택	sorted(..., reverse=True)가 score가 큰 항목부터 새 리스트를 만들고, items[:limit]가 그 앞에서 최대 limit개를 반환한다. 원본 리스트 자체는 이 코드에서 정렬되지 않는다. 항목 수가 limit보다 적으면 있는 항목만 모두 반환하며, score key가 없는 항목은 정렬 중 KeyError가 난다. limit이 음수일 때는 ‘상위 N개’ 의미와 달라지므로 입력 검증이 필요하다.	홈 큐레이션, 랭킹, 추천 결과 선별에 자주 쓰인다.	meaning_choice	"[""def"",""function"",""return"",""ranking"",""sorted"",""slice""]"
8	python_project_structure_imports_v18.json	PY18_L08_config_settings_001	config.py 설정값 읽기	여러 파일에서 공통으로 쓰는 설정값을 분리하는 구조를 읽는다.	"# config.py\nDATA_DIR = ""data""\nBATCH_SIZE = 32\nTOP_K = 5\n\n# pipeline.py\nfrom .config import DATA_DIR, TOP_K"	설정값을 config.py에 두는 이유에 가장 가까운 것은?	여러 코드에서 같은 값을 일관되게 쓰고 바꾸기 쉽게 하려고	config settings는 코드 안에 흩어진 설정값을 따로 모아 관리하는 방식이다. batch size, 경로, top_k 같은 값을 바꾸기 쉬워진다. 설정 분리는 실험값을 바꿀 때 핵심 로직을 건드리지 않게 해 준다.	RAG/KG 파이프라인에서 경로와 모델명을 여러 곳에 하드코딩하지 않는 방식이다.	meaning_choice	"[""comment"",""import"",""config"",""settings"",""constant""]"
8	python_project_structure_imports_v18.json	PY18_L08_env_loading_001	.env 환경변수 로딩 읽기	API 키 같은 값을 코드에 직접 쓰지 않고 환경변수에서 읽는 구조를 이해한다.	"import os\nfrom dotenv import load_dotenv\n\nload_dotenv()\napi_key = os.getenv(""OPENAI_API_KEY"")"	os.getenv('OPENAI_API_KEY')의 목적은?	환경변수에서 API 키 값을 읽는다	load_dotenv는 기본적으로 .env 값을 읽어 아직 설정되지 않은 환경 변수에 넣고, 이미 설정된 값은 override=True가 아니면 덮어쓰지 않는다. os.getenv는 해당 이름이 없으면 None을 반환하므로 API 호출 전에 필수값 검사가 필요하다. .env는 편리한 로컬 설정 방식이지만 비밀값이 든 파일은 Git에 커밋하지 말고 운영 환경에서는 비밀 저장소도 고려한다.	API 키/토큰/DB URL을 다루는 프로젝트에서 중요한 보안 습관이다.	meaning_choice	"[""import"",""env"",""secret"",""os.environ"",""config""]"
8	python_project_structure_imports_v18.json	PY18_L08_pyproject_001	pyproject.toml 기본 구조 읽기	현대 Python 프로젝트 설정 파일의 기본 구조를 읽는다.	"[project]\nname = ""kg-tools""\nversion = ""0.1.0""\ndependencies = [""pydantic"", ""fastapi""]"	dependencies 항목은 무엇을 나타내는가?	프로젝트가 필요로 하는 패키지	이 [project] 표에서는 배포할 프로젝트의 이름과 버전, 실행에 필요한 dependencies를 선언한다. pyproject.toml은 이 밖에도 [build-system]이나 각 도구 전용 표를 담을 수 있다. dependencies에 이름만 적으면 허용 버전 범위가 제한되지 않으므로 재현성과 호환성 정책은 별도로 정해야 한다.	requirements.txt 대신 pyproject.toml을 쓰는 프로젝트도 많아지고 있다.	meaning_choice	"[""pyproject"",""metadata"",""dependency""]"
8	python_project_structure_imports_v18.json	PY18_L08_requirements_001	requirements.txt 읽기	프로젝트가 필요로 하는 Python 패키지 목록을 읽는다.	fastapi==0.111.0\nuvicorn==0.30.0\npydantic>=2.0	pydantic>=2.0의 의미는?	pydantic 2.0 이상 버전을 허용한다	==0.111.0은 해당 버전만 허용하고 >=2.0은 2.0 이상 버전에 상한을 두지 않는다. 따라서 pydantic의 미래 major 버전도 조건에 들어올 수 있어 호환성이 자동으로 보장되지는 않는다. 재현 가능한 설치가 필요하면 테스트한 범위, lock 파일, hash 같은 정책을 함께 사용한다.	서버나 워크스테이션 세팅 시 어떤 패키지를 설치해야 하는지 파악하는 파일이다.	meaning_choice	"[""requirements"",""dependency"",""pip""]"
8	python_pwa_install_update_ux_v51.json	PY51_L08_offline_notice_001	offline notice 읽기	네트워크가 끊겼을 때 사용자에게 오프라인 상태를 알려주는 UX를 이해한다.	window.addEventListener('offline', () => {\n  showNotice('오프라인 상태입니다')\n})	offline notice의 목적은?	네트워크 문제로 데이터가 안 바뀌는 상황을 사용자에게 알려주기 위해	offline event는 browser가 network 연결이 없다고 판단했다는 신호다. 반대로 online이라고 실제 API가 reachable하다는 보장은 없으므로 요청 실패를 직접 처리해야 한다. offline notice에는 cached 기능 범위, 저장 대기 상태와 마지막 sync 시간을 알려 준다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""offline_notice"",""network_state"",""PWA""]"
8	python_pwa_install_update_ux_v51.json	PY51_L08_online_recovered_notice_001	online recovered notice 읽기	네트워크가 다시 연결됐을 때 사용자에게 복구 상태를 알려주는 흐름을 이해한다.	window.addEventListener('online', () => {\n  showNotice('다시 연결되었습니다')\n})	online 이벤트 후 보여주면 좋은 메시지는?	다시 연결되었음을 알려주는 메시지	online event는 network interface가 돌아왔다는 신호이므로 다시 연결을 시도할 계기가 된다. 즉시 sync 성공이라고 표시하지 말고 health request와 pending write 결과를 확인한 뒤 성공·충돌·실패 상태를 알려야 한다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""online_event"",""network_recovery"",""PWA""]"
8	python_pwa_install_update_ux_v51.json	PY51_L08_refresh_to_update_001	refresh to update 읽기	새 앱 버전 적용을 위해 새로고침을 유도하는 UX를 이해한다.	updateButton.onclick = () => {\n  location.reload()\n}	refresh to update 버튼의 역할은?	사용자가 새로고침해서 새 버전을 적용하게 돕는다	location.reload()은 현재 page를 다시 load하지만 새 service worker가 아직 waiting이면 곧바로 새 worker가 control한다고 보장하지 않는다. 앱은 waiting worker에 명시적 activation message를 보내거나 기존 client 종료 정책을 정하고 controllerchange 뒤 한 번만 reload해야 한다. 저장되지 않은 작업도 먼저 처리한다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""refresh_to_update"",""PWA_update"",""reload""]"
8	python_pwa_install_update_ux_v51.json	PY51_L08_version_display_001	version display UX 읽기	현재 앱 데이터 버전을 화면에 표시하는 이유를 이해한다.	footer.textContent = 'data version: ' + APP_DATA_VERSION	version display가 있으면 좋은 점은?	사용자가 현재 최신 버전을 보고 있는지 확인할 수 있다	APP_DATA_VERSION을 표시하면 현재 load한 data bundle version을 진단하는 데 도움이 된다. 이것이 app code, service worker, API schema version과 같다는 보장은 없으므로 label을 정확히 쓰고 build commit이나 app version을 별도로 표시할 수 있다. 화면 숫자만으로 cache 최신성을 증명하지는 않는다.	v50에서 학습 진도 저장을 다뤘으므로, v51은 PWA 설치와 업데이트 과정에서 사용자가 혼란 없이 최신 앱을 쓰게 하는 UX와 연결된다.	meaning_choice	"[""version_display"",""APP_DATA_VERSION"",""debug_ux""]"
8	python_rag_kg_pipeline_review_v16.json	PY16_L08_manifest_load_001	문서 manifest 로딩 흐름 읽기	JSONL manifest를 한 줄씩 읽어 문서 목록으로 만드는 코드를 읽는다.	"import json\nfrom pathlib import Path\n\nrows = []\nfor line in Path(""manifest.jsonl"").read_text(encoding=""utf-8"").splitlines():\n    if not line.strip():\n        continue\n    rows.append(json.loads(line))\n\nprint(len(rows))"	이 코드의 목적에 가장 가까운 것은?	manifest.jsonl의 각 줄을 JSON 객체로 읽어 rows에 모은다	JSONL은 보통 한 줄에 JSON 값 하나를 저장하는 형식이다. 이 코드는 파일 전체를 read_text로 메모리에 읽고, 빈 줄을 건너뛴 뒤 각 줄을 json.loads로 파싱해 rows에 모두 저장한다. 따라서 줄 단위로 파싱하지만 메모리를 절약하는 스트리밍 코드는 아니다. 큰 파일은 open으로 연 파일 객체를 직접 반복하고 필요한 줄을 즉시 처리해야 한다.	수집 문서 목록, chunk manifest, node/edge 후보 목록을 읽는 기본 패턴이다.	meaning_choice	"[""if"",""for"",""import"",""print"",""continue"",""manifest"",""jsonl"",""file"",""pipeline""]"
